AG-100EG2MTK-MB02,2
AG-100EG2MTK-MB02EX,2
AG-100EG2MTK-PW00,5
AG-11AG6EE-HG00,1
AG-11AG8EE-LB00R,4
AG-11AG8EE-MB01EX,1
AG-11EG1YOGA-LC00R,1
AG-11G3-BC00R,3
AG-11G3-BT00,1
AG-11G3-DC00,9
AG-11G3-MB00,1
AG-11G4-CM00R,5
AG-11G4EE-BT00,2
AG-11G4EE-CL00R,5
AG-11G5-CT00,20
AG-11G5-DC00,17
AG-11G5-HG00,3
AG-11G5-LB00R,37
AG-11G5-TC00R,8
AG-11G5-US00,10
AG-11G5EE-DC00,3
AG-11G5EE-MB01EX,4
AG-11G5EE-SP00,6
AG-11G6EE-BT00,5
AG-11G6EE-CL00R,2
AG-11G6EE-CM00,3
AG-11G6EE-LB00R,9
AG-11G6EE-MB01,2
AG-11G6EE-MB01EX,1
AG-11G6EE-PR01,1
AG-11G6EE-TP00,9
AG-11G6EE-US00,31
AG-11G7EE-SP00,1
AG-11G7EE-US00,1
AG-11G8EE-BC00,10
AG-11G8EE-CM00,10
AG-11G8EE-HG00,1
AG-11G8EE-MB01,1
AG-11G8EE-US00,1
AG-14E-LB00R,20
AG-14G4-PR00R,10
AG-14G5-PR00,5
AG-14G5T-LC00R,2
AG-300EG1T-TC00,7
AG-300EG2T-HC00,9
AG-3100-MB02EX,1
AG-3100-US00,5
AG-3100T-CL00R,11
AG-3100T-HG00,1
AG-3100T-HG01,1
AG-3120-BT00,5
AG-3120-CL00R,5
AG-3120-HG00,6
AG-3120-MB01,1
AG-3120-US00,4
AG-3120T-LB00,1
AG-3180-AB00,1
AG-3180-CB00,6
AG-3180-DC00,17
AG-3180-HC00,9
AG-3180-HG00,6
AG-3180-KB00,9
AG-3180-MB01,1
AG-3180-TC00R,7
AG-3189-AB00,4
AG-3189-BT00,2
AG-3189-LC01R,12
AG-3189-LC02R,1
AG-51902IN1-CB00,5
AG-C204EE-BT00,5
AG-C720-BT00,4
AG-C720-PR00RC,12
AG-C720P-LC00RC,1
AG-C731T-LC00RC,20
AG-CB1C13-LB00R,19
AG-N22-BT00,3
AG-N22-MB00EX,1
AG-N22-MB01,2
AG-N22-TC00,1
AG-N22T-MB01EX,2
AG-N23-BT00,1
AG-N23-CL00,6
AG-N23-CM00,1
AG-N23YOGA-PR01R,11
AG-N42-CM00R,10
AG-N42T-LC00R,2
AG-X36011G1-CT00,1
AG-X36011G1EE-BC00R,9
AG-X36011G1EE-CT00,2
AG-X36011G1EE-HG00,1
AG-X36011G1EE-MB01EX,1
AG-X36011G1EE-TC00,9
AG-X36011G1EE-TP00,1
AG-XE500C12-BT00,18
AG-XE500C12-CM00R,1
AG-XE500C12-HG00,3
AG-XE500C12-LC00,5
AG-XE500C12-PR00R,5
AG-XE500C12-TC00R,2
AG-XE500C13-BC00R,1
AG-XE500C13-BT00,7
AIPA201-HB-HC,1
AIPA201-NA,1
AIPA401-HB-HC,120
AIPA601-HC,5
AIPAA01-HB-HC,22
AIPAA01-NA,4
AIPAA02-HB-HC,5
AIPAA02-HC,7
AIPAA201-HC-LCD,21
AIPAM02-HB-IC,12
AIPAM301-HC-IC,19
AIPAM302-HC-IC,3
B080XAN01.0,7
B116XAK01.0-HW:2A/FW:1,1
B116XAK01.1-HW:0A/FW:0-HP11G5E,2
B116XAK01.1-HW:2A/FW:0-HP11G5E,1
B116XAK01.1-HW:3A/FW:0,1
B116XAK01.1-HW:3A/FW:0-HP11G5E,2
B116XAK01.1-HW:4A/FW:0,3
B116XTN02.3-HW:0A/FW:0,1
B116XTN02.3-HW:5A/FW:0,36
B116XW05V.001,21
B140HAN02.6-HW:0A-FW:1,1
B140XW01V.9-HW:6A/FW:1,2
BA43-00355A,1
BA75-04167A,1
BA75-04168A,1
BA75-04169A,2
BA92-14399A,4
BA92-15863A,4
BA94-00033A,1
BA96-06994A,2
BA98-00264A,3
BA98-00266A,1
BA98-00449A,1
BA98-00450A,4
BA98-00601A-XX,9
BA98-00603A,22
CK4ND,15
CK4ND-FFF,5
CRWW1,1
CRWW1-EXCHANGE,1
D11G1-HINGECOVER,4
DD00G1LC022,9
DD00G3LC012,5
DD0Y07LC020,2
DD0ZM7LC010,3
DDNL6ULC001,3
DDNL6ULC012,10
DDNL6ULC121,1
DELL11-3120-GEN2-TP-CABLE,11
EAZHN006020,1
F08KG-3180,3
F2M02-RECL,1
G4JK9,1
GS31N,3
H06WJ-X,5
H4WJ5,2
HNXPM-X,5
HP14A-G5-TD,5
IPA201-HB-HC,2
IPA2BAT,3
IPA2BTFLEX,7
IPA2FCAM,4
IPA2HPB-WIFI,7
IPA2PV-REV2,8
IPA302-HB-HC,2
IPA3BAT,1
IPA3BTFLEX,9
IPA3CAMR,4
IPA3HPF-DB,4
IPA3MIC,30
IPA3PV,19
IPA3SPK,1
IPA4CP,5
IPA4HBFLEX,21
IPA5HB,32
IPA5HBW,32
IPA5PV,122
IPA6-LCD,94
IPA601-HC,104
IPA602-HC,3
IPA7-LCD,172
IPA701-HC,523
IPA702-HC,3
IPA7CPB,49
IPA7CPW,19
IPA7HB,74
IPA7HBW,21
IPA7HPJ,1
IPA7HPJ-4G,2
IPA7HPJW,28
IPA7MIC,2
IPA7SPK,1
IPA901-HC,12
IPAA-5-LCD,77
IPAA01-HB-HC,13
IPAA01-HC,630
IPAA01-HCI,7
IPAA02-HB-HC,25
IPAA02-HC,1
IPAA201-HC-LCD,62
IPAA201-HC-LCD-OCA-TD,1
IPAA202-HC-LCD,7
IPAA2BAT,3
IPAA2CAMF,17
IPAA2CAMR,58
IPAA2CPB,18
IPAA2CPW,16
IPAA2HBF,19
IPAA2HBFW,5
IPAA2HPJ,6
IPAA2HPJW,18
IPAA2PV,17
IPAA2SPKR,3
IPAA2VB,19
IPAA2WIFI,7
IPAA301-HC-LCD,1
IPAA3BAT,1
IPAA401-HC-LCD,1
IPAA4CPB,3
IPAABAT,67
IPAACAMF,51
IPAACAMR,51
IPAACPB,81
IPAACPW,33
IPAAGPS,1
IPAAHPJ,30
IPAAHPJW,24
IPAAPV,40
IPAASPK,4
IPAAWIFI,8
IPAD2-LCD-1,6
IPADAIR-LCD-1,101
IPADM-RET-LCD,8
IPADM-RET-LCD-1,4
IPAHBW,10
IPAM-RET-BAT,2
IPAM01-HB-IC,6
IPAM2CP,1
IPAM2HPB,4
IPAM2MIC,2
IPAM2PV,2
IPAM301-HC-IC,9
IPAM3CAMF,6
IPAM3CAMR,5
IPAM3HBF,10
IPAM3HBF-W-CA,2
IPAM3HPJ,5
IPAM3HPJW,1
IPAM3PV,5
IPAM3WIFI,4
IPAM401-HC-LCD-OCA,4
IPAM401-LCD,2
IPAM402-LCD,4
IPAM4BAT,4
IPAM4CAMF,2
IPAM4CP,21
IPAM4HBF,5
IPAM4HBFW,3
IPAM4HPJ,7
IPAM4PBF,11
IPAM4VBF,8
IPAM4WIFI,8
IPAM501-LCD,9
IPAM502-LCD,5
IPAM5BAT,5
IPAM5HB,5
IPAMBAT,4
IPAMCAMR,1
IPAMGPS,3
IPAMHBF,3
IPAMHPJ,6
IPAMMF,3
IPAMPV,1
IPAP10-B-LCD,16
IPAP1001-HC-LCD-OCA,29
IPAP1002-HC-LCD-OCA,1
IPAP10BAT,11
IPAP10CAMF,3
IPAP10CAMR,3
IPAP10CP-G,10
IPAP10CPW,1
IPAP10HBF,20
IPAP10PV,10
IPAP11-B-LCD,3
IPAP11-B-LCD-1,2
IPAP11BAT,1
IPAP11CAMF,4
IPAP11CPB,9
IPAP12-B-LCD,1
IPAP12-B-LCD-3G,4
IPAP12-TG,39
IPAP1201-HC-LCD-OCA-2G,1
IPAP1202-HC-LCD-OCA-2G,1
IPAP12BAT,4
IPAP12BAT-2G,2
IPAP12HBF,3
IPAP9-B-LCD,17
IPAP9-TG,120
IPAP9-W-LCD,5
IPAP901-HC-LCD-OCA,4
IPAP901-HC-LCD-OCA-1,12
IPAP9BAT,7
IPAP9CAMF,8
IPAP9CAMR,7
IPAP9CP-G,9
IPAP9HBF,35
IPAP9HPJ,8
IPAP9PF,3
IPAP9VFC,1
JPFMR,4
KG3NX,3
KR36P,3
KTCCN,2
L07235-001,1
L14329-001,4
L14338-001,8
L14348-001,24
L14355-001,1
L14355-001-WITHTPANDCABLE,3
L14356-001,7
L14356-001-WITHCABLE,4
L14908-001,24
L14912-001-XX,1
L14914-001,1
L14915-001-X,13
L14921-001-WITHTOUCHPAD/CBL,4
L46563-001,1
L51319-001-EXCHANGE,1
L52572-001,10
L52573-001-W/TPANDCABLE,1
L75783-005,7
L89769-001,36
L89771-001,16
L89773-001,13
L90338-001,8
L92334-001,1
L92818-001,16
LP097X02-SLQ1,1
LP116WH8-SPC2,2
LP116WH8-SPC2-D,23
LP133WP1-TJA7,62
LP133WQ3-SJA1,3
LP133WQ3-SJA1-Q,9
LP133WQ4-SJA1,67
LP133WQ5-SJA1,10
LP154WP4-TLA1,1
LTL097QL01,3
LTL097QL02,1
LTN133AT09,5
LVDS-A1278-12,1
MBA-11BEZEL,6
MBA-1369-1466-HINGE-CLUTCH-COV,9
MBA-A1466-IOBOARD-2013,7
MBA-A1466-WIFI,1
MBA-A1466-WIFICAM-2013,34
MBA-A1932-HINGE-CLUTCH-COV-SG,16
MBA-TP-2013,4
MBP-1286-HINGE-CLUTCH-COVER,15
MBP-RET-BOTTOM-PLATE-13,1
MBR-13-2016-CLUTCH-COVER,40
MBR13-L16M17-TRK-SG,5
MIPA201-HB-HC,8
MIPA502-HB-HC,4
MIPA502-HC,1
MIPA6-LCD,10
MIPA601-HC,399
MIPA602-HC,92
MIPA701-HC,154
MIPA702-HC,53
MIPAA02-HC,110
MIPAM01-HB-IC,10
MP5XR-WITHLVDS/HINGES,1
N116BCA-EA1-REVC.1,79
N116BCN-EA1REV.C1,3
N116BCN-EB1-REV.C3,50
N116BCN-EB1-REV.C3-G6EETOUCH,9
N116BCN-EB1-REV.C3-HP11G5E,3
N140BGA-EA3REV.C1,8
N140BGA-EA4REV.C2,4
N140BGA-EA4REV.C4-WITHBRACKETS,1
N140BGN-E42REV.C2,4
N140HGA-EA1-REVC3,3
NB.SHE11.007,1
NT116WHM-A22,26
NT116WHM-N10,2
NT116WHM-N11,37
NT116WHM-N21,23
NT116WHM-N21-VER8.0,260
NT133WGB-NB1,1
NT140WHM-N41,4
NV116WHM-A20,2
NV116WHM-T00(L&R),1
NV116WHM-T01,37
OCMUO920,17
P1NX2,2
P6JMV,19
PD4H4,3
PHXNH,4
PP99H,9
QIPAA2BAT-HC,21
QIPAABAT-HC,1
R36YR,13
SB10W67164,15
TIPA602-HC,2
TK87M,9
TOOL-REDTAPE-2MM,2
VK0VC,2
WD10JPVX-RECERT,1
WD7500BPVX-RECERT,1
WFFTC,17
X4PJK,3
XNJ46,16
XRY9G,10
XYYH3,4
YJDF3,3
YK5CX,5
